Table: Adiabatic compressibility [G]
Temperature {K} 	Pressure {kPa} 	Adiabatic compressibility {1/kPa} 	Uncertainty {1/kPa} 
327	1800	0.00044427	6.8e-7
327	2000	0.00040021	6.8e-7
327	2200	0.00036414	7e-7
327	2400	0.00033406	7.1e-7
327	2600	0.00030858	7.3e-7
327	2800	0.00028672	7.5e-7
327	3000	0.00026776	7.7e-7
327	3200	0.00025114	8e-7
327	3400	0.00023645	8.3e-7
327	3600	0.00022336	8.6e-7
327	3800	0.00021163	8.9e-7
327	4000	0.00020104	9.2e-7
327	4200	0.00019143	9.6e-7
327	4400	0.00018267	9.9e-7
327	4600	0.0001746	1.0e-6
327	4800	0.0001672	1.1e-6
327	5000	0.0001604	1.1e-6
327	5200	0.0001540	1.1e-6
327	5400	0.0001481	1.2e-6
327	5600	0.0001425	1.2e-6
327	5800	0.0001373	1.3e-6
327	6000	0.0001323	1.3e-6
327	6200	0.0001277	1.3e-6
327	6400	0.0001232	1.4e-6
327	6600	0.0001189	1.4e-6
327	6800	0.0001148	1.5e-6
327	7000	0.0001108	1.5e-6
327	7200	0.0001069	1.6e-6
327	7400	0.0001031	1.7e-6
327	7600	9.94e-5	1.8e-6
327	7800	9.57e-5	1.9e-6
327	8000	9.19e-5	2.1e-6
327	8200	8.81e-5	2.3e-6
327	8400	8.42e-5	2.6e-6
327	8600	8.02e-5	2.8e-6
327	8800	7.59e-5	3.1e-6
327	9000	7.15e-5	3.4e-6
327	9200	6.67e-5	3.5e-6
327	9400	6.17e-5	3.6e-6
327	9600	5.66e-5	3.5e-6
327	9800	5.15e-5	3.2e-6
327	10000	4.65e-5	2.8e-6
328	200	0.00396285	7.5e-7
328	400	0.00198396	7.3e-7
328	600	0.00132428	7.1e-7
328	800	0.00099440	7e-7
328	1000	0.00079644	6.9e-7
328	1200	0.00066444	6.8e-7
328	1400	0.00057013	6.7e-7
328	1600	0.00049937	6.7e-7
328	1800	0.00044431	6.8e-7
328	2000	0.00040024	6.8e-7
328	2200	0.00036416	6.9e-7
328	2400	0.00033407	7e-7
328	2600	0.00030859	7.2e-7
328	2800	0.00028672	7.4e-7
328	3000	0.00026775	7.6e-7
328	3200	0.00025112	7.9e-7
328	3400	0.00023643	8.2e-7
328	3600	0.00022334	8.5e-7
328	3800	0.00021161	8.8e-7
328	4000	0.00020102	9.1e-7
328	4200	0.00019141	9.5e-7
328	4400	0.00018264	9.8e-7
328	4600	0.0001746	1.0e-6
328	4800	0.0001672	1.1e-6
328	5000	0.0001604	1.1e-6
328	5200	0.0001540	1.1e-6
328	5400	0.0001481	1.2e-6
328	5600	0.0001425	1.2e-6
328	5800	0.0001373	1.2e-6
328	6000	0.0001324	1.3e-6
328	6200	0.0001277	1.3e-6
328	6400	0.0001232	1.3e-6
328	6600	0.0001190	1.4e-6
328	6800	0.0001149	1.4e-6
328	7000	0.0001109	1.5e-6
328	7200	0.0001071	1.6e-6
328	7400	0.0001033	1.6e-6
328	7600	9.96e-5	1.7e-6
328	7800	9.60e-5	1.9e-6
328	8000	9.23e-5	2.0e-6
328	8200	8.86e-5	2.2e-6
328	8400	8.49e-5	2.4e-6
328	8600	8.10e-5	2.6e-6
328	8800	7.70e-5	2.9e-6
328	9000	7.28e-5	3.1e-6
328	9200	6.84e-5	3.3e-6
328	9400	6.38e-5	3.4e-6
328	9600	5.90e-5	3.4e-6
328	9800	5.41e-5	3.2e-6
328	10000	4.94e-5	2.9e-6
329	200	0.00396387	7.5e-7
329	400	0.00198443	7.3e-7
329	600	0.00132457	7.1e-7
329	800	0.00099460	7e-7
329	1000	0.00079658	6.9e-7
329	1200	0.00066455	6.8e-7
329	1400	0.00057020	6.7e-7
329	1600	0.00049942	6.7e-7
329	1800	0.00044435	6.7e-7
329	2000	0.00040027	6.8e-7
329	2200	0.00036418	6.9e-7
329	2400	0.00033408	7e-7
329	2600	0.00030859	7.2e-7
329	2800	0.00028672	7.4e-7
329	3000	0.00026774	7.6e-7
329	3200	0.00025111	7.8e-7
329	3400	0.00023642	8.1e-7
329	3600	0.00022333	8.4e-7
329	3800	0.00021159	8.7e-7
329	4000	0.00020100	9e-7
329	4200	0.00019139	9.4e-7
329	4400	0.00018262	9.7e-7
329	4600	0.0001746	1.0e-6
329	4800	0.0001672	1.0e-6
329	5000	0.0001603	1.1e-6
329	5200	0.0001540	1.1e-6
329	5400	0.0001481	1.1e-6
329	5600	0.0001425	1.2e-6
329	5800	0.0001373	1.2e-6
329	6000	0.0001324	1.2e-6
329	6200	0.0001277	1.3e-6
329	6400	0.0001233	1.3e-6
329	6600	0.0001190	1.4e-6
329	6800	0.0001149	1.4e-6
329	7000	0.0001110	1.5e-6
329	7200	0.0001072	1.5e-6
329	7400	0.0001035	1.6e-6
329	7600	9.99e-5	1.7e-6
329	7800	9.63e-5	1.8e-6
329	8000	9.27e-5	1.9e-6
329	8200	8.91e-5	2.1e-6
329	8400	8.54e-5	2.2e-6
329	8600	8.17e-5	2.5e-6
329	8800	7.79e-5	2.7e-6
329	9000	7.40e-5	2.9e-6
329	9200	6.98e-5	3.1e-6
329	9400	6.55e-5	3.3e-6
329	9600	6.10e-5	3.3e-6
329	9800	5.65e-5	3.2e-6
329	10000	5.19e-5	3.0e-6
330	200	0.00396488	7.4e-7
330	400	0.00198490	7.2e-7
330	600	0.00132486	7.1e-7
330	800	0.00099479	6.9e-7
330	1000	0.00079673	6.8e-7
330	1200	0.00066465	6.7e-7
330	1400	0.00057028	6.7e-7
330	1600	0.00049948	6.7e-7
330	1800	0.00044439	6.7e-7
330	2000	0.00040030	6.7e-7
330	2200	0.00036420	6.8e-7
330	2400	0.00033409	7e-7
330	2600	0.00030860	7.1e-7
330	2800	0.00028672	7.3e-7
330	3000	0.00026774	7.5e-7
330	3200	0.00025110	7.8e-7
330	3400	0.00023640	8e-7
330	3600	0.00022331	8.3e-7
330	3800	0.00021157	8.6e-7
330	4000	0.00020098	8.9e-7
330	4200	0.00019137	9.3e-7
330	4400	0.00018260	9.6e-7
330	4600	0.00017456	9.9e-7
330	4800	0.0001672	1.0e-6
330	5000	0.0001603	1.1e-6
330	5200	0.0001540	1.1e-6
330	5400	0.0001480	1.1e-6
330	5600	0.0001425	1.2e-6
330	5800	0.0001373	1.2e-6
330	6000	0.0001324	1.2e-6
330	6200	0.0001277	1.3e-6
330	6400	0.0001233	1.3e-6
330	6600	0.0001191	1.3e-6
330	6800	0.0001150	1.4e-6
330	7000	0.0001111	1.4e-6
330	7200	0.0001073	1.5e-6
330	7400	0.0001037	1.5e-6
330	7600	0.0001001	1.6e-6
330	7800	9.65e-5	1.7e-6
330	8000	9.30e-5	1.8e-6
330	8200	8.95e-5	1.9e-6
330	8400	8.60e-5	2.1e-6
330	8600	8.24e-5	2.3e-6
330	8800	7.87e-5	2.5e-6
330	9000	7.49e-5	2.7e-6
330	9200	7.10e-5	2.9e-6
330	9400	6.70e-5	3.1e-6
330	9600	6.28e-5	3.2e-6
330	9800	5.85e-5	3.2e-6
330	10000	5.41e-5	3.0e-6
331	200	0.00396589	7.4e-7
331	400	0.00198537	7.2e-7
331	600	0.00132514	7.1e-7
331	800	0.00099499	6.9e-7
331	1000	0.00079687	6.8e-7
331	1200	0.00066476	6.7e-7
331	1400	0.00057036	6.7e-7
331	1600	0.00049954	6.6e-7
331	1800	0.00044444	6.7e-7
331	2000	0.00040033	6.7e-7
331	2200	0.00036422	6.8e-7
331	2400	0.00033411	6.9e-7
331	2600	0.00030860	7.1e-7
331	2800	0.00028672	7.3e-7
331	3000	0.00026773	7.5e-7
331	3200	0.00025109	7.7e-7
331	3400	0.00023639	8e-7
331	3600	0.00022329	8.2e-7
331	3800	0.00021155	8.5e-7
331	4000	0.00020096	8.8e-7
331	4200	0.00019135	9.2e-7
331	4400	0.00018258	9.5e-7
331	4600	0.00017454	9.8e-7
331	4800	0.0001671	1.0e-6
331	5000	0.0001603	1.0e-6
331	5200	0.0001540	1.1e-6
331	5400	0.0001480	1.1e-6
331	5600	0.0001425	1.1e-6
331	5800	0.0001373	1.2e-6
331	6000	0.0001324	1.2e-6
331	6200	0.0001277	1.2e-6
331	6400	0.0001233	1.3e-6
331	6600	0.0001191	1.3e-6
331	6800	0.0001151	1.3e-6
331	7000	0.0001112	1.4e-6
331	7200	0.0001074	1.4e-6
331	7400	0.0001038	1.5e-6
331	7600	0.0001002	1.6e-6
331	7800	9.67e-5	1.6e-6
331	8000	9.33e-5	1.7e-6
331	8200	8.98e-5	1.9e-6
331	8400	8.64e-5	2.0e-6
331	8600	8.29e-5	2.2e-6
331	8800	7.94e-5	2.3e-6
331	9000	7.58e-5	2.5e-6
331	9200	7.21e-5	2.7e-6
331	9400	6.82e-5	2.9e-6
331	9600	6.43e-5	3.0e-6
331	9800	6.02e-5	3.1e-6
331	10000	5.61e-5	3.0e-6
332	200	0.00396689	7.4e-7
332	400	0.00198583	7.2e-7
332	600	0.00132543	7e-7
332	800	0.00099519	6.9e-7
332	1000	0.00079701	6.8e-7
332	1200	0.00066486	6.7e-7
332	1400	0.00057044	6.6e-7
332	1600	0.00049960	6.6e-7
332	1800	0.00044448	6.6e-7
332	2000	0.00040036	6.7e-7
332	2200	0.00036424	6.8e-7
332	2400	0.00033412	6.9e-7
332	2600	0.00030861	7e-7
332	2800	0.00028672	7.2e-7
332	3000	0.00026773	7.4e-7
332	3200	0.00025109	7.6e-7
332	3400	0.00023638	7.9e-7
332	3600	0.00022328	8.2e-7
332	3800	0.00021154	8.5e-7
332	4000	0.00020094	8.8e-7
332	4200	0.00019133	9.1e-7
332	4400	0.00018256	9.4e-7
332	4600	0.00017452	9.7e-7
332	4800	0.0001671	1.0e-6
332	5000	0.0001603	1.0e-6
332	5200	0.0001539	1.1e-6
332	5400	0.0001480	1.1e-6
332	5600	0.0001425	1.1e-6
332	5800	0.0001373	1.2e-6
332	6000	0.0001324	1.2e-6
332	6200	0.0001277	1.2e-6
332	6400	0.0001233	1.3e-6
332	6600	0.0001192	1.3e-6
332	6800	0.0001151	1.3e-6
332	7000	0.0001113	1.4e-6
332	7200	0.0001075	1.4e-6
332	7400	0.0001039	1.4e-6
332	7600	0.0001004	1.5e-6
332	7800	9.70e-5	1.6e-6
332	8000	9.36e-5	1.7e-6
332	8200	9.02e-5	1.8e-6
332	8400	8.68e-5	1.9e-6
332	8600	8.34e-5	2.0e-6
332	8800	8.00e-5	2.2e-6
332	9000	7.65e-5	2.4e-6
332	9200	7.30e-5	2.6e-6
332	9400	6.93e-5	2.7e-6
332	9600	6.56e-5	2.9e-6
332	9800	6.18e-5	2.9e-6
332	10000	5.79e-5	2.9e-6
333	200	0.00396789	7.3e-7
333	400	0.00198630	7.2e-7
333	600	0.00132571	7e-7
333	800	0.00099538	6.9e-7
333	1000	0.00079715	6.7e-7
333	1200	0.00066497	6.7e-7
333	1400	0.00057052	6.6e-7
333	1600	0.00049966	6.6e-7
333	1800	0.00044453	6.6e-7
333	2000	0.00040040	6.7e-7
333	2200	0.00036427	6.7e-7
333	2400	0.00033413	6.8e-7
333	2600	0.00030862	7e-7
333	2800	0.00028672	7.2e-7
333	3000	0.00026772	7.4e-7
333	3200	0.00025108	7.6e-7
333	3400	0.00023637	7.8e-7
333	3600	0.00022327	8.1e-7
333	3800	0.00021152	8.4e-7
333	4000	0.00020092	8.7e-7
333	4200	0.00019131	9e-7
333	4400	0.00018254	9.3e-7
333	4600	0.00017451	9.6e-7
333	4800	0.00016711	9.9e-7
333	5000	0.0001603	1.0e-6
333	5200	0.0001539	1.1e-6
333	5400	0.0001480	1.1e-6
333	5600	0.0001425	1.1e-6
333	5800	0.0001373	1.1e-6
333	6000	0.0001324	1.2e-6
333	6200	0.0001278	1.2e-6
333	6400	0.0001234	1.2e-6
333	6600	0.0001192	1.3e-6
333	6800	0.0001152	1.3e-6
333	7000	0.0001113	1.3e-6
333	7200	0.0001076	1.4e-6
333	7400	0.0001041	1.4e-6
333	7600	0.0001006	1.5e-6
333	7800	9.71e-5	1.5e-6
333	8000	9.38e-5	1.6e-6
333	8200	9.05e-5	1.7e-6
333	8400	8.72e-5	1.8e-6
333	8600	8.39e-5	1.9e-6
333	8800	8.06e-5	2.1e-6
333	9000	7.72e-5	2.2e-6
333	9200	7.38e-5	2.4e-6
333	9400	7.03e-5	2.6e-6
333	9600	6.67e-5	2.7e-6
333	9800	6.31e-5	2.8e-6
333	10000	5.94e-5	2.8e-6
334	200	0.00396889	7.3e-7
334	400	0.00198676	7.1e-7
334	600	0.00132600	7e-7
334	800	0.00099558	6.8e-7
334	1000	0.00079729	6.7e-7
334	1200	0.00066507	6.6e-7
334	1400	0.00057060	6.6e-7
334	1600	0.00049972	6.6e-7
334	1800	0.00044457	6.6e-7
334	2000	0.00040043	6.6e-7
334	2200	0.00036429	6.7e-7
334	2400	0.00033415	6.8e-7
334	2600	0.00030862	6.9e-7
334	2800	0.00028672	7.1e-7
334	3000	0.00026772	7.3e-7
334	3200	0.00025107	7.5e-7
334	3400	0.00023636	7.8e-7
334	3600	0.00022326	8e-7
334	3800	0.00021151	8.3e-7
334	4000	0.00020091	8.6e-7
334	4200	0.00019129	8.9e-7
334	4400	0.00018252	9.2e-7
334	4600	0.00017449	9.5e-7
334	4800	0.00016709	9.8e-7
334	5000	0.0001603	1.0e-6
334	5200	0.0001539	1.0e-6
334	5400	0.0001480	1.1e-6
334	5600	0.0001425	1.1e-6
334	5800	0.0001373	1.1e-6
334	6000	0.0001324	1.2e-6
334	6200	0.0001278	1.2e-6
334	6400	0.0001234	1.2e-6
334	6600	0.0001192	1.2e-6
334	6800	0.0001152	1.3e-6
334	7000	0.0001114	1.3e-6
334	7200	0.0001077	1.3e-6
334	7400	0.0001042	1.4e-6
334	7600	0.0001007	1.4e-6
334	7800	9.73e-5	1.5e-6
334	8000	9.40e-5	1.5e-6
334	8200	9.07e-5	1.6e-6
334	8400	8.75e-5	1.7e-6
334	8600	8.43e-5	1.8e-6
334	8800	8.10e-5	2.0e-6
334	9000	7.78e-5	2.1e-6
334	9200	7.45e-5	2.3e-6
334	9400	7.11e-5	2.4e-6
334	9600	6.77e-5	2.5e-6
334	9800	6.42e-5	2.7e-6
334	10000	6.07e-5	2.7e-6
335	200	0.00396988	7.3e-7
335	400	0.00198722	7.1e-7
335	600	0.00132628	6.9e-7
335	800	0.00099577	6.8e-7
335	1000	0.00079743	6.7e-7
335	1200	0.00066518	6.6e-7
335	1400	0.00057068	6.6e-7
335	1600	0.00049979	6.5e-7
335	1800	0.00044462	6.5e-7
335	2000	0.00040046	6.6e-7
335	2200	0.00036431	6.7e-7
335	2400	0.00033417	6.8e-7
335	2600	0.00030863	6.9e-7
335	2800	0.00028673	7.1e-7
335	3000	0.00026772	7.3e-7
335	3200	0.00025107	7.5e-7
335	3400	0.00023635	7.7e-7
335	3600	0.00022324	8e-7
335	3800	0.00021149	8.2e-7
335	4000	0.00020089	8.5e-7
335	4200	0.00019128	8.8e-7
335	4400	0.00018251	9.1e-7
335	4600	0.00017447	9.4e-7
335	4800	0.00016708	9.7e-7
335	5000	0.00016024	1.00e-6
335	5200	0.0001539	1.0e-6
335	5400	0.0001480	1.1e-6
335	5600	0.0001425	1.1e-6
335	5800	0.0001373	1.1e-6
335	6000	0.0001324	1.1e-6
335	6200	0.0001278	1.2e-6
335	6400	0.0001234	1.2e-6
335	6600	0.0001193	1.2e-6
335	6800	0.0001153	1.2e-6
335	7000	0.0001115	1.3e-6
335	7200	0.0001078	1.3e-6
335	7400	0.0001043	1.3e-6
335	7600	0.0001008	1.4e-6
335	7800	9.75e-5	1.4e-6
335	8000	9.42e-5	1.5e-6
335	8200	9.10e-5	1.6e-6
335	8400	8.78e-5	1.6e-6
335	8600	8.46e-5	1.7e-6
335	8800	8.15e-5	1.9e-6
335	9000	7.83e-5	2.0e-6
335	9200	7.51e-5	2.1e-6
335	9400	7.19e-5	2.3e-6
335	9600	6.86e-5	2.4e-6
335	9800	6.53e-5	2.5e-6
335	10000	6.19e-5	2.6e-6
336	200	0.00397086	7.2e-7
336	400	0.00198768	7.1e-7
336	600	0.00132656	6.9e-7
336	800	0.00099597	6.8e-7
336	1000	0.00079757	6.7e-7
336	1200	0.00066528	6.6e-7
336	1400	0.00057076	6.5e-7
336	1600	0.00049985	6.5e-7
336	1800	0.00044467	6.5e-7
336	2000	0.00040050	6.6e-7
336	2200	0.00036434	6.6e-7
336	2400	0.00033418	6.7e-7
336	2600	0.00030864	6.9e-7
336	2800	0.00028673	7e-7
336	3000	0.00026772	7.2e-7
336	3200	0.00025106	7.4e-7
336	3400	0.00023634	7.6e-7
336	3600	0.00022323	7.9e-7
336	3800	0.00021148	8.1e-7
336	4000	0.00020088	8.4e-7
336	4200	0.00019126	8.7e-7
336	4400	0.00018249	9e-7
336	4600	0.00017446	9.3e-7
336	4800	0.00016706	9.6e-7
336	5000	0.00016023	9.9e-7
336	5200	0.0001539	1.0e-6
336	5400	0.0001480	1.0e-6
336	5600	0.0001425	1.1e-6
336	5800	0.0001373	1.1e-6
336	6000	0.0001324	1.1e-6
336	6200	0.0001278	1.2e-6
336	6400	0.0001235	1.2e-6
336	6600	0.0001193	1.2e-6
336	6800	0.0001153	1.2e-6
336	7000	0.0001115	1.3e-6
336	7200	0.0001079	1.3e-6
336	7400	0.0001044	1.3e-6
336	7600	0.0001010	1.4e-6
336	7800	9.77e-5	1.4e-6
336	8000	9.44e-5	1.4e-6
336	8200	9.12e-5	1.5e-6
336	8400	8.81e-5	1.6e-6
336	8600	8.50e-5	1.7e-6
336	8800	8.19e-5	1.8e-6
336	9000	7.88e-5	1.9e-6
336	9200	7.57e-5	2.0e-6
336	9400	7.26e-5	2.1e-6
336	9600	6.94e-5	2.3e-6
336	9800	6.62e-5	2.4e-6
336	10000	6.29e-5	2.5e-6
337	200	0.00397185	7.2e-7
337	400	0.00198813	7e-7
337	600	0.00132684	6.9e-7
337	800	0.00099616	6.8e-7
337	1000	0.00079772	6.6e-7
337	1200	0.00066539	6.6e-7
337	1400	0.00057084	6.5e-7
337	1600	0.00049991	6.5e-7
337	1800	0.00044471	6.5e-7
337	2000	0.00040053	6.5e-7
337	2200	0.00036436	6.6e-7
337	2400	0.00033420	6.7e-7
337	2600	0.00030865	6.8e-7
337	2800	0.00028674	7e-7
337	3000	0.00026772	7.2e-7
337	3200	0.00025106	7.4e-7
337	3400	0.00023634	7.6e-7
337	3600	0.00022323	7.8e-7
337	3800	0.00021147	8.1e-7
337	4000	0.00020087	8.3e-7
337	4200	0.00019125	8.6e-7
337	4400	0.00018248	8.9e-7
337	4600	0.00017445	9.2e-7
337	4800	0.00016705	9.5e-7
337	5000	0.00016022	9.7e-7
337	5200	0.0001539	1.0e-6
337	5400	0.0001480	1.0e-6
337	5600	0.0001425	1.1e-6
337	5800	0.0001373	1.1e-6
337	6000	0.0001324	1.1e-6
337	6200	0.0001278	1.1e-6
337	6400	0.0001235	1.2e-6
337	6600	0.0001193	1.2e-6
337	6800	0.0001154	1.2e-6
337	7000	0.0001116	1.2e-6
337	7200	0.0001080	1.3e-6
337	7400	0.0001045	1.3e-6
337	7600	0.0001011	1.3e-6
337	7800	9.78e-5	1.4e-6
337	8000	9.46e-5	1.4e-6
337	8200	9.14e-5	1.5e-6
337	8400	8.83e-5	1.5e-6
337	8600	8.53e-5	1.6e-6
337	8800	8.23e-5	1.7e-6
337	9000	7.92e-5	1.8e-6
337	9200	7.62e-5	1.9e-6
337	9400	7.32e-5	2.0e-6
337	9600	7.01e-5	2.1e-6
337	9800	6.70e-5	2.3e-6
337	10000	6.39e-5	2.3e-6
338	200	0.00397283	7.2e-7
338	400	0.00198859	7e-7
338	600	0.00132713	6.9e-7
338	800	0.00099635	6.7e-7
338	1000	0.00079786	6.6e-7
338	1200	0.00066549	6.5e-7
338	1400	0.00057092	6.5e-7
338	1600	0.00049997	6.5e-7
338	1800	0.00044476	6.5e-7
338	2000	0.00040057	6.5e-7
338	2200	0.00036439	6.6e-7
338	2400	0.00033422	6.7e-7
338	2600	0.00030867	6.8e-7
338	2800	0.00028674	6.9e-7
338	3000	0.00026772	7.1e-7
338	3200	0.00025106	7.3e-7
338	3400	0.00023633	7.5e-7
338	3600	0.00022322	7.8e-7
338	3800	0.00021146	8e-7
338	4000	0.00020086	8.3e-7
338	4200	0.00019124	8.5e-7
338	4400	0.00018247	8.8e-7
338	4600	0.00017443	9.1e-7
338	4800	0.00016704	9.4e-7
338	5000	0.00016021	9.6e-7
338	5200	0.00015387	9.9e-7
338	5400	0.0001480	1.0e-6
338	5600	0.0001425	1.0e-6
338	5800	0.0001373	1.1e-6
338	6000	0.0001324	1.1e-6
338	6200	0.0001278	1.1e-6
338	6400	0.0001235	1.1e-6
338	6600	0.0001194	1.2e-6
338	6800	0.0001154	1.2e-6
338	7000	0.0001117	1.2e-6
338	7200	0.0001080	1.2e-6
338	7400	0.0001046	1.3e-6
338	7600	0.0001012	1.3e-6
338	7800	9.79e-5	1.3e-6
338	8000	9.48e-5	1.4e-6
338	8200	9.16e-5	1.4e-6
338	8400	8.86e-5	1.5e-6
338	8600	8.56e-5	1.5e-6
338	8800	8.26e-5	1.6e-6
338	9000	7.96e-5	1.7e-6
338	9200	7.67e-5	1.8e-6
338	9400	7.37e-5	1.9e-6
338	9600	7.07e-5	2.0e-6
338	9800	6.77e-5	2.1e-6
338	10000	6.47e-5	2.2e-6
339	200	0.00397380	7.2e-7
339	400	0.00198904	7e-7
339	600	0.00132741	6.8e-7
339	800	0.00099655	6.7e-7
339	1000	0.00079800	6.6e-7
339	1200	0.00066560	6.5e-7
339	1400	0.00057100	6.5e-7
339	1600	0.00050003	6.4e-7
339	1800	0.00044481	6.4e-7
339	2000	0.00040060	6.5e-7
339	2200	0.00036441	6.5e-7
339	2400	0.00033424	6.6e-7
339	2600	0.00030868	6.7e-7
339	2800	0.00028675	6.9e-7
339	3000	0.00026772	7.1e-7
339	3200	0.00025105	7.3e-7
339	3400	0.00023633	7.5e-7
339	3600	0.00022321	7.7e-7
339	3800	0.00021145	7.9e-7
339	4000	0.00020085	8.2e-7
339	4200	0.00019123	8.4e-7
339	4400	0.00018245	8.7e-7
339	4600	0.00017442	9e-7
339	4800	0.00016703	9.2e-7
339	5000	0.00016020	9.5e-7
339	5200	0.00015386	9.8e-7
339	5400	0.0001480	1.0e-6
339	5600	0.0001425	1.0e-6
339	5800	0.0001373	1.1e-6
339	6000	0.0001324	1.1e-6
339	6200	0.0001279	1.1e-6
339	6400	0.0001235	1.1e-6
339	6600	0.0001194	1.1e-6
339	6800	0.0001155	1.2e-6
339	7000	0.0001117	1.2e-6
339	7200	0.0001081	1.2e-6
339	7400	0.0001046	1.2e-6
339	7600	0.0001013	1.3e-6
339	7800	9.81e-5	1.3e-6
339	8000	9.49e-5	1.3e-6
339	8200	9.18e-5	1.4e-6
339	8400	8.88e-5	1.4e-6
339	8600	8.58e-5	1.5e-6
339	8800	8.29e-5	1.6e-6
339	9000	8.00e-5	1.6e-6
339	9200	7.71e-5	1.7e-6
339	9400	7.42e-5	1.8e-6
339	9600	7.13e-5	1.9e-6
339	9800	6.84e-5	2.0e-6
339	10000	6.55e-5	2.1e-6
340	200	0.00397477	7.1e-7
340	400	0.00198949	7e-7
340	600	0.00132768	6.8e-7
340	800	0.00099674	6.7e-7
340	1000	0.00079814	6.6e-7
340	1200	0.00066571	6.5e-7
340	1400	0.00057108	6.4e-7
340	1600	0.00050009	6.4e-7
340	1800	0.00044485	6.4e-7
340	2000	0.00040064	6.4e-7
340	2200	0.00036444	6.5e-7
340	2400	0.00033425	6.6e-7
340	2600	0.00030869	6.7e-7
340	2800	0.00028676	6.8e-7
340	3000	0.00026773	7e-7
340	3200	0.00025105	7.2e-7
340	3400	0.00023632	7.4e-7
340	3600	0.00022320	7.6e-7
340	3800	0.00021144	7.9e-7
340	4000	0.00020084	8.1e-7
340	4200	0.00019121	8.4e-7
340	4400	0.00018244	8.6e-7
340	4600	0.00017441	8.9e-7
340	4800	0.00016702	9.1e-7
340	5000	0.00016019	9.4e-7
340	5200	0.00015386	9.7e-7
340	5400	0.00014796	9.9e-7
340	5600	0.0001425	1.0e-6
340	5800	0.0001373	1.0e-6
340	6000	0.0001324	1.1e-6
340	6200	0.0001279	1.1e-6
340	6400	0.0001235	1.1e-6
340	6600	0.0001194	1.1e-6
340	6800	0.0001155	1.2e-6
340	7000	0.0001118	1.2e-6
340	7200	0.0001082	1.2e-6
340	7400	0.0001047	1.2e-6
340	7600	0.0001014	1.2e-6
340	7800	9.82e-5	1.3e-6
340	8000	9.50e-5	1.3e-6
340	8200	9.20e-5	1.3e-6
340	8400	8.90e-5	1.4e-6
340	8600	8.61e-5	1.4e-6
340	8800	8.32e-5	1.5e-6
340	9000	8.03e-5	1.6e-6
340	9200	7.75e-5	1.7e-6
340	9400	7.46e-5	1.7e-6
340	9600	7.18e-5	1.8e-6
340	9800	6.90e-5	1.9e-6
340	10000	6.62e-5	2.0e-6
341	200	0.00397574	7.1e-7
341	400	0.00198995	6.9e-7
341	600	0.00132796	6.8e-7
341	800	0.00099693	6.7e-7
341	1000	0.00079828	6.6e-7
341	1200	0.00066581	6.5e-7
341	1400	0.00057117	6.4e-7
341	1600	0.00050015	6.4e-7
341	1800	0.00044490	6.4e-7
341	2000	0.00040068	6.4e-7
341	2200	0.00036447	6.5e-7
341	2400	0.00033427	6.6e-7
341	2600	0.00030870	6.7e-7
341	2800	0.00028677	6.8e-7
341	3000	0.00026773	7e-7
341	3200	0.00025105	7.1e-7
341	3400	0.00023632	7.3e-7
341	3600	0.00022320	7.6e-7
341	3800	0.00021143	7.8e-7
341	4000	0.00020083	8e-7
341	4200	0.00019120	8.3e-7
341	4400	0.00018243	8.5e-7
341	4600	0.00017440	8.8e-7
341	4800	0.00016701	9.1e-7
341	5000	0.00016018	9.3e-7
341	5200	0.00015385	9.6e-7
341	5400	0.00014796	9.8e-7
341	5600	0.0001425	1.0e-6
341	5800	0.0001373	1.0e-6
341	6000	0.0001325	1.1e-6
341	6200	0.0001279	1.1e-6
341	6400	0.0001236	1.1e-6
341	6600	0.0001195	1.1e-6
341	6800	0.0001155	1.1e-6
341	7000	0.0001118	1.2e-6
341	7200	0.0001082	1.2e-6
341	7400	0.0001048	1.2e-6
341	7600	0.0001015	1.2e-6
341	7800	9.83e-5	1.2e-6
341	8000	9.52e-5	1.3e-6
341	8200	9.22e-5	1.3e-6
341	8400	8.92e-5	1.3e-6
341	8600	8.63e-5	1.4e-6
341	8800	8.34e-5	1.4e-6
341	9000	8.06e-5	1.5e-6
341	9200	7.78e-5	1.6e-6
341	9400	7.51e-5	1.7e-6
341	9600	7.23e-5	1.7e-6
341	9800	6.95e-5	1.8e-6
341	10000	6.68e-5	1.9e-6
342	200	0.00397670	7.1e-7
342	400	0.00199039	6.9e-7
342	600	0.00132824	6.8e-7
342	800	0.00099712	6.6e-7
342	1000	0.00079842	6.5e-7
342	1200	0.00066592	6.4e-7
342	1400	0.00057125	6.4e-7
342	1600	0.00050022	6.4e-7
342	1800	0.00044495	6.4e-7
342	2000	0.00040071	6.4e-7
342	2200	0.00036450	6.4e-7
342	2400	0.00033429	6.5e-7
342	2600	0.00030872	6.6e-7
342	2800	0.00028677	6.8e-7
342	3000	0.00026773	6.9e-7
342	3200	0.00025105	7.1e-7
342	3400	0.00023632	7.3e-7
342	3600	0.00022319	7.5e-7
342	3800	0.00021143	7.7e-7
342	4000	0.00020082	8e-7
342	4200	0.00019120	8.2e-7
342	4400	0.00018242	8.5e-7
342	4600	0.00017439	8.7e-7
342	4800	0.00016700	9e-7
342	5000	0.00016017	9.2e-7
342	5200	0.00015384	9.5e-7
342	5400	0.00014795	9.7e-7
342	5600	0.00014246	9.9e-7
